Drug,Protein
DB06626,9606.ENSP00000337451
DB06626,9606.ENSP00000281092
DB06626,9606.ENSP00000363117
DB06626,9606.ENSP00000314499
DB06626,9606.ENSP00000477713
DB06626,9606.ENSP00000306124
DB06626,9606.ENSP00000382697
DB06626,9606.ENSP00000362680
DB06626,9606.ENSP00000361554
DB06626,9606.ENSP00000462468
DB06626,9606.ENSP00000500582
DB06626,9606.ENSP00000398655
DB06626,9606.ENSP00000339916
DB06626,9606.ENSP00000363571
DB06626,9606.ENSP00000304226
DB06626,9606.ENSP00000368356
DB06626,9606.ENSP00000346484
DB06626,9606.ENSP00000351908
DB06626,9606.ENSP00000442460
DB06626,9606.ENSP00000176763
DB06626,9606.ENSP00000355237
DB06626,9606.ENSP00000277120
DB06626,9606.ENSP00000276052
DB06626,9606.ENSP00000445440
DB06626,9606.ENSP00000501150
DB06626,9606.ENSP00000360290
DB06626,9606.ENSP00000331602
DB05465,9606.ENSP00000291823
DB05465,9606.ENSP00000178640
DB05465,9606.ENSP00000381070
DB05465,9606.ENSP00000369126
DB05465,9606.ENSP00000372857
DB11958,9606.ENSP00000455607
DB11958,9606.ENSP00000324856
DB11958,9606.ENSP00000369375
DB11958,9606.ENSP00000497069
DB11958,9606.ENSP00000345629
DB11958,9606.ENSP00000353824
DB11958,9606.ENSP00000372023
DB11958,9606.ENSP00000269571
DB11958,9606.ENSP00000371341
DB11958,9606.ENSP00000431418
DB11958,9606.ENSP00000274643
DB11958,9606.ENSP00000469413
DB11958,9606.ENSP00000343248
DB11958,9606.ENSP00000303887
DB11958,9606.ENSP00000342235
DB11958,9606.ENSP00000465039
DB11958,9606.ENSP00000400312
DB11958,9606.ENSP00000405004
DB11958,9606.ENSP00000340361
DB11958,9606.ENSP00000381535
DB11958,9606.ENSP00000265334
DB11958,9606.ENSP00000498083
DB11958,9606.ENSP00000357883
DB11958,9606.ENSP00000401907
DB11958,9606.ENSP00000363708
DB11958,9606.ENSP00000410561
DB11958,9606.ENSP00000362361
DB11958,9606.ENSP00000255641
DB11958,9606.ENSP00000442973
DB11958,9606.ENSP00000401445
DB11958,9606.ENSP00000430684
DB11958,9606.ENSP00000358997
DB11958,9606.ENSP00000241416
DB11958,9606.ENSP00000375892
DB11958,9606.ENSP00000301178
DB11958,9606.ENSP00000259089
DB11958,9606.ENSP00000350224
DB11958,9606.ENSP00000282356
DB11958,9606.ENSP00000266970
DB11958,9606.ENSP00000256443
DB11958,9606.ENSP00000261798
DB11958,9606.ENSP00000380044
DB11958,9606.ENSP00000217244
DB11958,9606.ENSP00000262506
DB11958,9606.ENSP00000427552
DB11958,9606.ENSP00000267101
DB11958,9606.ENSP00000331504
DB11958,9606.ENSP00000282397
DB08094,9606.ENSP00000381129
DB08094,9606.ENSP00000347767
DB08094,9606.ENSP00000263800
DB08094,9606.ENSP00000264972
DB08094,9606.ENSP00000343325
DB08094,9606.ENSP00000380675
DB08094,9606.ENSP00000483467
DB08094,9606.ENSP00000356130
DB06589,9606.ENSP00000479889
DB06589,9606.ENSP00000310094
DB06589,9606.ENSP00000384625
DB06589,9606.ENSP00000376317
DB06589,9606.ENSP00000377867
DB06589,9606.ENSP00000495965
DB06589,9606.ENSP00000383053
DB06589,9606.ENSP00000385751
DB06589,9606.ENSP00000250896
DB06589,9606.ENSP00000334836
DB06589,9606.ENSP00000354006
DB06589,9606.ENSP00000296088
DB06589,9606.ENSP00000283109
DB06589,9606.ENSP00000282908
DB06589,9606.ENSP00000483424
DB06589,9606.ENSP00000222330
DB06589,9606.ENSP00000453858
DB06589,9606.ENSP00000355741
DB06589,9606.ENSP00000367686
DB06589,9606.ENSP00000478874
DB06589,9606.ENSP00000009105
DB06589,9606.ENSP00000166244
DB06589,9606.ENSP00000347942
DB06589,9606.ENSP00000332454
DB06589,9606.ENSP00000316948
DB06589,9606.ENSP00000261716
DB06589,9606.ENSP00000475724
DB06589,9606.ENSP00000385571
DB06589,9606.ENSP00000292408
DB13061,9606.ENSP00000220751
DB13061,9606.ENSP00000341874
DB13061,9606.ENSP00000337194
DB13061,9606.ENSP00000306340
DB13061,9606.ENSP00000371614
DB13061,9606.ENSP00000459799
DB13061,9606.ENSP00000378505
DB13061,9606.ENSP00000357345
DB13061,9606.ENSP00000361275
DB13061,9606.ENSP00000263955
DB13061,9606.ENSP00000442656
DB13061,9606.ENSP00000373700
DB13061,9606.ENSP00000361107
DB13061,9606.ENSP00000220003
DB13061,9606.ENSP00000353904
DB13061,9606.ENSP00000351209
DB13061,9606.ENSP00000281821
DB13061,9606.ENSP00000374323
DB13061,9606.ENSP00000381097
DB13061,9606.ENSP00000332118
DB13061,9606.ENSP00000350896
DB13061,9606.ENSP00000481994
DB13061,9606.ENSP00000445381
DB13061,9606.ENSP00000294066
DB13061,9606.ENSP00000368884
DB13061,9606.ENSP00000350195
DB13061,9606.ENSP00000437550
DB13061,9606.ENSP00000469863
DB13061,9606.ENSP00000265026
DB13061,9606.ENSP00000353846
DB13061,9606.ENSP00000419782
DB13061,9606.ENSP00000354558
DB13061,9606.ENSP00000371067
DB13061,9606.ENSP00000366563
DB13061,9606.ENSP00000300093
DB13061,9606.ENSP00000262848
DB13061,9606.ENSP00000311713
DB13061,9606.ENSP00000361423
DB13061,9606.ENSP00000427562
DB08877,9606.ENSP00000357869
DB08877,9606.ENSP00000309591
DB08877,9606.ENSP00000359719
DB08877,9606.ENSP00000295797
DB08877,9606.ENSP00000390535
DB08877,9606.ENSP00000263025
DB08877,9606.ENSP00000383234
DB08877,9606.ENSP00000261845
DB08877,9606.ENSP00000311005
DB08877,9606.ENSP00000378974
DB08877,9606.ENSP00000333685
DB08877,9606.ENSP00000211287
DB08877,9606.ENSP00000302486
DB08877,9606.ENSP00000345083
DB08877,9606.ENSP00000468348
DB08877,9606.ENSP00000233057
DB08877,9606.ENSP00000334876
DB08877,9606.ENSP00000357494
DB08877,9606.ENSP00000435412
DB08877,9606.ENSP00000410402
DB08877,9606.ENSP00000362931
DB08877,9606.ENSP00000233027
DB08877,9606.ENSP00000369325
DB08877,9606.ENSP00000225577
DB08877,9606.ENSP00000364898
DB08877,9606.ENSP00000370912
DB08877,9606.ENSP00000351905
DB08877,9606.ENSP00000358813
DB08877,9606.ENSP00000264316
DB08877,9606.ENSP00000431885
DB08877,9606.ENSP00000402084
DB08877,9606.ENSP00000482548
DB08877,9606.ENSP00000324560
DB08877,9606.ENSP00000365730
DB08877,9606.ENSP00000342105
DB08877,9606.ENSP00000216911
DB08877,9606.ENSP00000355731
DB08877,9606.ENSP00000263881
DB08877,9606.ENSP00000256460
DB08877,9606.ENSP00000449381
DB08877,9606.ENSP00000494788
DB08877,9606.ENSP00000181839
DB08877,9606.ENSP00000259808
DB08877,9606.ENSP00000220751
DB08877,9606.ENSP00000341874
DB08877,9606.ENSP00000337194
DB08877,9606.ENSP00000306340
DB08877,9606.ENSP00000371614
DB08877,9606.ENSP00000459799
DB08877,9606.ENSP00000378505
DB08877,9606.ENSP00000357345
DB08877,9606.ENSP00000361275
DB08877,9606.ENSP00000263955
DB08877,9606.ENSP00000442656
DB08877,9606.ENSP00000373700
DB00530,9606.ENSP00000270112
DB00530,9606.ENSP00000378914
DB00530,9606.ENSP00000358770
DB00530,9606.ENSP00000298048
DB00530,9606.ENSP00000261402
DB00530,9606.ENSP00000349458
DB00530,9606.ENSP00000251472
DB00530,9606.ENSP00000373684
DB00530,9606.ENSP00000399511
DB00530,9606.ENSP00000305976
DB00530,9606.ENSP00000295709
DB00530,9606.ENSP00000479889
DB00530,9606.ENSP00000310094
DB00530,9606.ENSP00000384625
DB00530,9606.ENSP00000376317
DB00530,9606.ENSP00000377867
DB00530,9606.ENSP00000495965
DB00530,9606.ENSP00000383053
DB00530,9606.ENSP00000385751
DB00530,9606.ENSP00000250896
DB00530,9606.ENSP00000334836
DB00530,9606.ENSP00000354006
DB00530,9606.ENSP00000296088
DB00530,9606.ENSP00000283109
DB00530,9606.ENSP00000282908
DB00530,9606.ENSP00000483424
DB00530,9606.ENSP00000222330
DB00530,9606.ENSP00000453858
DB00530,9606.ENSP00000355741
DB12745,9606.ENSP00000432511
DB12745,9606.ENSP00000288135
DB12745,9606.ENSP00000455607
DB12745,9606.ENSP00000324856
DB12745,9606.ENSP00000369375
DB12745,9606.ENSP00000497069
DB12745,9606.ENSP00000345629
DB12745,9606.ENSP00000353824
DB12745,9606.ENSP00000372023
DB12745,9606.ENSP00000269571
DB12745,9606.ENSP00000371341
DB12745,9606.ENSP00000431418
DB12745,9606.ENSP00000274643
DB12745,9606.ENSP00000469413
DB12745,9606.ENSP00000343248
DB12745,9606.ENSP00000303887
DB12745,9606.ENSP00000342235
DB12745,9606.ENSP00000465039
DB12745,9606.ENSP00000400312
DB12745,9606.ENSP00000405004
DB12745,9606.ENSP00000340361
DB12745,9606.ENSP00000381535
DB12745,9606.ENSP00000265334
DB12745,9606.ENSP00000498083
DB12745,9606.ENSP00000357883
DB12745,9606.ENSP00000401907
DB12745,9606.ENSP00000363708
DB12745,9606.ENSP00000410561
DB12745,9606.ENSP00000362361
DB12745,9606.ENSP00000255641
DB12745,9606.ENSP00000442973
DB12745,9606.ENSP00000401445
DB12745,9606.ENSP00000430684
DB12745,9606.ENSP00000358997
DB12745,9606.ENSP00000241416
DB12745,9606.ENSP00000301178
DB12745,9606.ENSP00000259089
DB12745,9606.ENSP00000350224
DB12745,9606.ENSP00000282356
DB12745,9606.ENSP00000266970
DB12745,9606.ENSP00000256443
DB12745,9606.ENSP00000261798
DB03496,9606.ENSP00000263955
DB03496,9606.ENSP00000442656
DB03496,9606.ENSP00000373700
DB03496,9606.ENSP00000361107
DB03496,9606.ENSP00000220003
DB03496,9606.ENSP00000353904
DB03496,9606.ENSP00000351209
DB03496,9606.ENSP00000281821
DB03496,9606.ENSP00000381097
DB03496,9606.ENSP00000332118
DB03496,9606.ENSP00000350896
DB03496,9606.ENSP00000481994
DB03496,9606.ENSP00000445381
DB03496,9606.ENSP00000294066
DB03496,9606.ENSP00000368884
DB03496,9606.ENSP00000350195
DB03496,9606.ENSP00000437550
DB03496,9606.ENSP00000469863
DB03496,9606.ENSP00000265026
DB03496,9606.ENSP00000353846
DB03496,9606.ENSP00000419782
DB03496,9606.ENSP00000354558
DB03496,9606.ENSP00000371067
DB03496,9606.ENSP00000366563
DB03496,9606.ENSP00000300093
DB03496,9606.ENSP00000262848
DB03496,9606.ENSP00000311713
DB03496,9606.ENSP00000361423
DB03496,9606.ENSP00000427562
DB03496,9606.ENSP00000451828
DB03496,9606.ENSP00000286301
DB03496,9606.ENSP00000275493
DB03496,9606.ENSP00000337451
DB03496,9606.ENSP00000281092
DB03496,9606.ENSP00000363117
DB03496,9606.ENSP00000314499
DB03496,9606.ENSP00000477713
DB03496,9606.ENSP00000306124
DB03496,9606.ENSP00000382697
DB03496,9606.ENSP00000362680
DB03496,9606.ENSP00000361554
DB03496,9606.ENSP00000462468
DB03496,9606.ENSP00000500582
DB03496,9606.ENSP00000398655
DB03496,9606.ENSP00000339916
DB03496,9606.ENSP00000363571
DB03496,9606.ENSP00000304226
DB03496,9606.ENSP00000368356
DB03496,9606.ENSP00000346484
DB03496,9606.ENSP00000351908
DB03496,9606.ENSP00000442460
DB03496,9606.ENSP00000176763
DB03496,9606.ENSP00000355237
DB03496,9606.ENSP00000277120
DB03496,9606.ENSP00000276052
DB03496,9606.ENSP00000257290
DB03496,9606.ENSP00000445440
DB03496,9606.ENSP00000501150
DB03496,9606.ENSP00000360290
DB04879,9606.ENSP00000480763
DB04879,9606.ENSP00000378288
DB04879,9606.ENSP00000262300
DB04879,9606.ENSP00000381129
DB04879,9606.ENSP00000347767
DB04879,9606.ENSP00000263800
DB04879,9606.ENSP00000264972
DB04879,9606.ENSP00000343325
DB04879,9606.ENSP00000380675
DB04879,9606.ENSP00000483467
DB04879,9606.ENSP00000356130
DB07159,9606.ENSP00000394734
DB07159,9606.ENSP00000354207
DB07159,9606.ENSP00000215659
DB07159,9606.ENSP00000295408
DB07159,9606.ENSP00000302898
DB07159,9606.ENSP00000425824
DB07159,9606.ENSP00000316512
DB07138,9606.ENSP00000263923
DB07138,9606.ENSP00000336740
DB07138,9606.ENSP00000428924
DB07138,9606.ENSP00000378485
DB07138,9606.ENSP00000354927
DB07138,9606.ENSP00000309597
DB07138,9606.ENSP00000253055
DB07138,9606.ENSP00000355966
DB07138,9606.ENSP00000484443
DB07138,9606.ENSP00000278568
DB07138,9606.ENSP00000314067
DB07138,9606.ENSP00000353864
DB07138,9606.ENSP00000261799
DB07138,9606.ENSP00000344220
DB07138,9606.ENSP00000356155
DB07138,9606.ENSP00000362608
DB07138,9606.ENSP00000419260
DB07138,9606.ENSP00000357869
DB07138,9606.ENSP00000309591
DB07138,9606.ENSP00000359719
DB07138,9606.ENSP00000295797
DB07138,9606.ENSP00000390535
DB07138,9606.ENSP00000263025
DB07138,9606.ENSP00000383234
DB07138,9606.ENSP00000261845
DB07138,9606.ENSP00000311005
DB07138,9606.ENSP00000378974
DB07138,9606.ENSP00000333685
DB07138,9606.ENSP00000211287
DB07138,9606.ENSP00000302486
DB07138,9606.ENSP00000345083
DB07138,9606.ENSP00000468348
DB07138,9606.ENSP00000233057
DB07138,9606.ENSP00000334876
DB07138,9606.ENSP00000357494
DB11958,9606.ENSP00000229812
DB11958,9606.ENSP00000424757
DB11958,9606.ENSP00000411099
DB11958,9606.ENSP00000369390
DB11958,9606.ENSP00000466363
DB11958,9606.ENSP00000348278
DB11958,9606.ENSP00000329967
DB11958,9606.ENSP00000379842
DB11958,9606.ENSP00000464030
DB11958,9606.ENSP00000357178
DB11958,9606.ENSP00000270861
DB11958,9606.ENSP00000484390
DB11958,9606.ENSP00000359119
DB11958,9606.ENSP00000362702
DB11958,9606.ENSP00000199389
DB11958,9606.ENSP00000372035
DB11958,9606.ENSP00000270112
DB11958,9606.ENSP00000378914
DB11958,9606.ENSP00000358770
DB11958,9606.ENSP00000298048
DB11958,9606.ENSP00000261402
DB11958,9606.ENSP00000349458
DB11958,9606.ENSP00000251472
DB11958,9606.ENSP00000373684
DB11958,9606.ENSP00000399511
DB11958,9606.ENSP00000305976
DB11958,9606.ENSP00000295709
DB11958,9606.ENSP00000479889
DB11958,9606.ENSP00000310094
DB11958,9606.ENSP00000384625
DB11958,9606.ENSP00000376317
DB11958,9606.ENSP00000377867
DB11958,9606.ENSP00000495965
DB11958,9606.ENSP00000383053
DB11958,9606.ENSP00000385751
DB11958,9606.ENSP00000250896
DB11958,9606.ENSP00000334836
DB11958,9606.ENSP00000354006
DB11958,9606.ENSP00000296088
DB11958,9606.ENSP00000283109
DB11958,9606.ENSP00000282908
DB11958,9606.ENSP00000483424
DB11958,9606.ENSP00000222330
DB11958,9606.ENSP00000453858
DB11958,9606.ENSP00000355741
DB11958,9606.ENSP00000367686
DB06486,9606.ENSP00000255641
DB06486,9606.ENSP00000442973
DB06486,9606.ENSP00000401445
DB06486,9606.ENSP00000430684
DB06486,9606.ENSP00000358997
DB06486,9606.ENSP00000241416
DB06486,9606.ENSP00000375892
DB06486,9606.ENSP00000301178
DB06486,9606.ENSP00000259089
DB06486,9606.ENSP00000350224
DB06486,9606.ENSP00000282356
DB06486,9606.ENSP00000266970
DB06486,9606.ENSP00000256443
DB06486,9606.ENSP00000261798
DB06486,9606.ENSP00000380044
DB06486,9606.ENSP00000217244
DB06486,9606.ENSP00000262506
DB06486,9606.ENSP00000427552
DB06486,9606.ENSP00000267101
DB06486,9606.ENSP00000331504
DB06486,9606.ENSP00000282397
DB06486,9606.ENSP00000476145
DB06486,9606.ENSP00000324806
DB06486,9606.ENSP00000365012
DB06486,9606.ENSP00000263923
DB06486,9606.ENSP00000336740
DB06486,9606.ENSP00000428924
DB06486,9606.ENSP00000378485
DB06486,9606.ENSP00000354927
DB06486,9606.ENSP00000309597
DB06486,9606.ENSP00000253055
DB06486,9606.ENSP00000355966
DB06486,9606.ENSP00000484443
DB06486,9606.ENSP00000278568
DB06486,9606.ENSP00000314067
DB06486,9606.ENSP00000353864
DB12745,9606.ENSP00000501150
DB12745,9606.ENSP00000360290
DB12745,9606.ENSP00000331602
DB12745,9606.ENSP00000359552
DB12745,9606.ENSP00000263125
DB12745,9606.ENSP00000429744
DB12745,9606.ENSP00000361892
DB12745,9606.ENSP00000338127
DB12745,9606.ENSP00000263798
DB12745,9606.ENSP00000408002
DB12745,9606.ENSP00000449038
DB12745,9606.ENSP00000325748
DB12745,9606.ENSP00000387246
DB12745,9606.ENSP00000274289
DB12745,9606.ENSP00000376306
DB12745,9606.ENSP00000229812
DB12745,9606.ENSP00000424757
DB12745,9606.ENSP00000411099
DB12745,9606.ENSP00000369390
DB12745,9606.ENSP00000466363
DB12745,9606.ENSP00000348278
DB12745,9606.ENSP00000329967
DB12745,9606.ENSP00000379842
DB12745,9606.ENSP00000464030
DB12745,9606.ENSP00000357178
DB12745,9606.ENSP00000270861
DB12745,9606.ENSP00000484390
DB12745,9606.ENSP00000359119
DB12745,9606.ENSP00000362702
DB12745,9606.ENSP00000199389
DB12745,9606.ENSP00000372035
DB12745,9606.ENSP00000270112
DB12745,9606.ENSP00000378914
DB12745,9606.ENSP00000358770
DB12745,9606.ENSP00000298048
DB12745,9606.ENSP00000261402
DB12745,9606.ENSP00000349458
DB12745,9606.ENSP00000251472
DB12745,9606.ENSP00000373684
DB12745,9606.ENSP00000399511
DB05465,9606.ENSP00000378288
DB05465,9606.ENSP00000356130
DB13061,9606.ENSP00000394734
DB13061,9606.ENSP00000354207
DB13061,9606.ENSP00000215659
DB13061,9606.ENSP00000295408
DB13061,9606.ENSP00000425824
DB13061,9606.ENSP00000316512
DB13061,9606.ENSP00000346148
DB13061,9606.ENSP00000379964
DB13061,9606.ENSP00000261211
DB13061,9606.ENSP00000356899
DB13061,9606.ENSP00000373574
DB13061,9606.ENSP00000483570
DB13061,9606.ENSP00000339824
DB13061,9606.ENSP00000432511
DB13061,9606.ENSP00000455607
DB13061,9606.ENSP00000324856
DB13061,9606.ENSP00000369375
DB13061,9606.ENSP00000345629
DB13061,9606.ENSP00000353824
DB13061,9606.ENSP00000372023
DB13061,9606.ENSP00000269571
DB13061,9606.ENSP00000371341
DB13061,9606.ENSP00000431418
DB13061,9606.ENSP00000274643
DB13061,9606.ENSP00000469413
DB05928,9606.ENSP00000343658
DB05928,9606.ENSP00000372857
DB05928,9606.ENSP00000407442
DB05928,9606.ENSP00000346671
DB05928,9606.ENSP00000420849
DB05928,9606.ENSP00000341189
DB00398,9606.ENSP00000295797
DB00317,9606.ENSP00000347767
DB00317,9606.ENSP00000263800
DB00317,9606.ENSP00000264972
DB00317,9606.ENSP00000343325
DB00317,9606.ENSP00000380675
DB00317,9606.ENSP00000483467
DB00317,9606.ENSP00000356130
DB07138,9606.ENSP00000394734
DB07138,9606.ENSP00000354207
DB07138,9606.ENSP00000215659
DB07138,9606.ENSP00000295408
DB07138,9606.ENSP00000302898
DB07138,9606.ENSP00000425824
DB07138,9606.ENSP00000316512
DB07138,9606.ENSP00000346148
DB07138,9606.ENSP00000379964
DB07138,9606.ENSP00000261211
DB07138,9606.ENSP00000356899
DB07138,9606.ENSP00000373574
DB07138,9606.ENSP00000483570
DB07138,9606.ENSP00000432511
DB07138,9606.ENSP00000455607
DB07138,9606.ENSP00000324856
DB07138,9606.ENSP00000369375
DB07138,9606.ENSP00000497069
DB07138,9606.ENSP00000345629
DB07138,9606.ENSP00000353824
DB07138,9606.ENSP00000372023
DB07138,9606.ENSP00000269571
DB07138,9606.ENSP00000371341
DB07138,9606.ENSP00000431418
DB07138,9606.ENSP00000274643
DB07138,9606.ENSP00000469413
DB07138,9606.ENSP00000343248
DB07138,9606.ENSP00000303887
DB07138,9606.ENSP00000342235
DB07138,9606.ENSP00000465039
DB07138,9606.ENSP00000400312
DB07138,9606.ENSP00000405004
DB07138,9606.ENSP00000340361
DB07138,9606.ENSP00000381535
DB07138,9606.ENSP00000265334
DB07138,9606.ENSP00000498083
DB07138,9606.ENSP00000357883
DB07138,9606.ENSP00000401907
DB07138,9606.ENSP00000363708
DB07138,9606.ENSP00000410561
DB07138,9606.ENSP00000362361
DB07138,9606.ENSP00000255641
DB07138,9606.ENSP00000442973
DB07138,9606.ENSP00000401445
DB07138,9606.ENSP00000430684
DB07138,9606.ENSP00000358997
DB07138,9606.ENSP00000241416
DB07138,9606.ENSP00000375892
DB07138,9606.ENSP00000301178
DB07138,9606.ENSP00000259089
DB07138,9606.ENSP00000350224
DB05424,9606.ENSP00000435412
DB05424,9606.ENSP00000410402
DB05424,9606.ENSP00000362931
DB05424,9606.ENSP00000233027
DB05424,9606.ENSP00000369325
DB05424,9606.ENSP00000225577
DB05424,9606.ENSP00000364898
DB05424,9606.ENSP00000370912
DB05424,9606.ENSP00000351905
DB05424,9606.ENSP00000358813
DB05424,9606.ENSP00000264316
DB05424,9606.ENSP00000402084
DB05424,9606.ENSP00000482548
DB05424,9606.ENSP00000324560
DB05424,9606.ENSP00000365730
DB05424,9606.ENSP00000342105
DB05424,9606.ENSP00000216911
DB05424,9606.ENSP00000355731
DB05424,9606.ENSP00000263881
DB05424,9606.ENSP00000256460
DB05424,9606.ENSP00000449381
DB05424,9606.ENSP00000494788
DB05424,9606.ENSP00000181839
DB05424,9606.ENSP00000259808
DB05424,9606.ENSP00000220751
DB05424,9606.ENSP00000341874
DB05424,9606.ENSP00000337194
DB05424,9606.ENSP00000306340
DB05424,9606.ENSP00000371614
DB05424,9606.ENSP00000459799
DB05424,9606.ENSP00000378505
DB05424,9606.ENSP00000357345
DB05424,9606.ENSP00000361275
DB05424,9606.ENSP00000241453
DB05424,9606.ENSP00000263955
DB05424,9606.ENSP00000442656
DB05424,9606.ENSP00000373700
DB05424,9606.ENSP00000361107
DB05424,9606.ENSP00000220003
DB05424,9606.ENSP00000353904
DB05424,9606.ENSP00000351209
DB05424,9606.ENSP00000281821
DB05424,9606.ENSP00000374323
DB05424,9606.ENSP00000381097
DB05424,9606.ENSP00000332118
DB05424,9606.ENSP00000350896
DB05424,9606.ENSP00000481994
DB05424,9606.ENSP00000445381
DB05424,9606.ENSP00000294066
DB05424,9606.ENSP00000368884
DB05424,9606.ENSP00000350195
DB05424,9606.ENSP00000437550
DB05424,9606.ENSP00000469863
DB05424,9606.ENSP00000265026
DB05424,9606.ENSP00000353846
DB05424,9606.ENSP00000419782
DB05424,9606.ENSP00000354558
DB05424,9606.ENSP00000371067
DB05424,9606.ENSP00000366563
DB05424,9606.ENSP00000300093
DB05424,9606.ENSP00000262848
DB05424,9606.ENSP00000311713
DB05424,9606.ENSP00000361423
DB05424,9606.ENSP00000427562
DB05424,9606.ENSP00000451828
DB05424,9606.ENSP00000286301
DB05424,9606.ENSP00000337451
DB05424,9606.ENSP00000281092
DB05424,9606.ENSP00000363117
DB05424,9606.ENSP00000314499
DB05424,9606.ENSP00000477713
DB05424,9606.ENSP00000306124
DB05424,9606.ENSP00000382697
DB05424,9606.ENSP00000362680
DB05424,9606.ENSP00000361554
DB05424,9606.ENSP00000462468
DB05424,9606.ENSP00000500582
DB05424,9606.ENSP00000398655
DB05424,9606.ENSP00000339916
DB05424,9606.ENSP00000363571
DB05424,9606.ENSP00000304226
DB05424,9606.ENSP00000368356
DB05424,9606.ENSP00000346484
DB08877,9606.ENSP00000361107
DB08877,9606.ENSP00000419060
DB08877,9606.ENSP00000220003
DB08877,9606.ENSP00000353904
DB08877,9606.ENSP00000351209
DB08877,9606.ENSP00000281821
DB08877,9606.ENSP00000381097
DB08877,9606.ENSP00000332118
DB08877,9606.ENSP00000350896
DB08877,9606.ENSP00000481994
DB08877,9606.ENSP00000445381
DB08877,9606.ENSP00000294066
DB08877,9606.ENSP00000368884
DB08877,9606.ENSP00000350195
DB08877,9606.ENSP00000437550
DB00530,9606.ENSP00000347032
DB00530,9606.ENSP00000315118
DB00530,9606.ENSP00000376647
DB00530,9606.ENSP00000262948
DB00530,9606.ENSP00000416750
DB00530,9606.ENSP00000499251
DB00530,9606.ENSP00000262891
DB00530,9606.ENSP00000369162
DB00530,9606.ENSP00000375081
DB00530,9606.ENSP00000371188
DB00530,9606.ENSP00000356070
DB00530,9606.ENSP00000238616
DB00530,9606.ENSP00000365162
DB00530,9606.ENSP00000451263
DB00530,9606.ENSP00000394484
DB00530,9606.ENSP00000217188
DB00530,9606.ENSP00000370891
DB00530,9606.ENSP00000340373
DB00530,9606.ENSP00000356355
DB00530,9606.ENSP00000364361
DB00530,9606.ENSP00000215832
DB00530,9606.ENSP00000381531
DB00530,9606.ENSP00000394560
DB00530,9606.ENSP00000406472
DB00530,9606.ENSP00000264952
DB00530,9606.ENSP00000291823
DB00530,9606.ENSP00000178640
DB00530,9606.ENSP00000381070
DB00530,9606.ENSP00000369126
DB00530,9606.ENSP00000358335
DB00530,9606.ENSP00000343658
DB00530,9606.ENSP00000372857
DB00530,9606.ENSP00000407442
DB00530,9606.ENSP00000346671
DB00530,9606.ENSP00000420849
DB00530,9606.ENSP00000341189
DB00530,9606.ENSP00000380638
DB00530,9606.ENSP00000270162
DB00530,9606.ENSP00000298630
DB00530,9606.ENSP00000306678
DB00530,9606.ENSP00000480763
DB00530,9606.ENSP00000378288
DB00530,9606.ENSP00000262300
DB00530,9606.ENSP00000381129
DB00530,9606.ENSP00000298910
DB00530,9606.ENSP00000347767
DB00530,9606.ENSP00000263800
DB00530,9606.ENSP00000264972
DB00530,9606.ENSP00000343325
DB00530,9606.ENSP00000380675
DB00530,9606.ENSP00000483467
DB00530,9606.ENSP00000356130
DB07159,9606.ENSP00000346148
DB07159,9606.ENSP00000261211
DB07159,9606.ENSP00000356899
DB07159,9606.ENSP00000373574
DB07159,9606.ENSP00000483570
DB07159,9606.ENSP00000339824
DB07159,9606.ENSP00000432511
DB07159,9606.ENSP00000317272
DB07159,9606.ENSP00000455607
DB07159,9606.ENSP00000324856
DB07159,9606.ENSP00000369375
DB07159,9606.ENSP00000497069
DB07159,9606.ENSP00000345629
DB07159,9606.ENSP00000353824
DB07159,9606.ENSP00000372023
DB07159,9606.ENSP00000269571
DB07159,9606.ENSP00000371341
DB07159,9606.ENSP00000431418
DB07159,9606.ENSP00000274643
DB07159,9606.ENSP00000469413
DB07159,9606.ENSP00000343248
DB07159,9606.ENSP00000303887
DB07159,9606.ENSP00000342235
DB07159,9606.ENSP00000465039
DB07159,9606.ENSP00000400312
DB07159,9606.ENSP00000405004
DB07159,9606.ENSP00000340361
DB07159,9606.ENSP00000381535
DB07159,9606.ENSP00000265334
DB07159,9606.ENSP00000498083
DB07159,9606.ENSP00000357883
DB07159,9606.ENSP00000401907
DB07159,9606.ENSP00000363708
DB07159,9606.ENSP00000410561
DB07159,9606.ENSP00000362361
DB07159,9606.ENSP00000255641
DB07159,9606.ENSP00000442973
DB07159,9606.ENSP00000401445
DB07159,9606.ENSP00000430684
DB07159,9606.ENSP00000358997
DB07159,9606.ENSP00000241416
DB07159,9606.ENSP00000375892
DB07159,9606.ENSP00000301178
DB07159,9606.ENSP00000259089
DB07159,9606.ENSP00000350224
DB07159,9606.ENSP00000282356
DB07159,9606.ENSP00000266970
DB07159,9606.ENSP00000256443
DB07159,9606.ENSP00000261798
DB07159,9606.ENSP00000380044
DB07159,9606.ENSP00000217244
DB07159,9606.ENSP00000262506
DB07159,9606.ENSP00000427552
DB07159,9606.ENSP00000267101
DB07159,9606.ENSP00000331504
DB07159,9606.ENSP00000282397
DB07159,9606.ENSP00000476145
DB07159,9606.ENSP00000324806
DB07159,9606.ENSP00000365012
DB07159,9606.ENSP00000499900
DB08895,9606.ENSP00000295797
DB08895,9606.ENSP00000390535
DB08895,9606.ENSP00000263025
DB08895,9606.ENSP00000383234
DB08895,9606.ENSP00000261845
